CountryName,CountryCode,RegionName,RegionCode,Jurisdiction,Date,C1E_School closing,C1E_Flag,C1NV_School closing,C1NV_Flag,C1V_School closing,C1V_Flag,C1M_School closing,C1M_Flag,C1_Notes,C2E_Workplace closing,C2E_Flag,C2NV_Workplace closing,C2NV_Flag,C2V_Workplace closing,C2V_Flag,C2M_Workplace closing,C2M_Flag,C2_Notes,C3E_Cancel public events,C3E_Flag,C3NV_Cancel public events,C3NV_Flag,C3V_Cancel public events,C3V_Flag,C3M_Cancel public events,C3M_Flag,C3_Notes,C4E_Restrictions on gatherings,C4E_Flag,C4NV_Restrictions on gatherings,C4NV_Flag,C4V_Restrictions on gatherings,C4V_Flag,C4M_Restrictions on gatherings,C4M_Flag,C4_Notes,C5E_Close public transport,C5E_Flag,C5NV_Close public transport,C5NV_Flag,C5V_Close public transport,C5V_Flag,C5M_Close public transport,C5M_Flag,C5_Notes,C6E_Stay at home requirements,C6E_Flag,C6NV_Stay at home requirements,C6NV_Flag,C6V_Stay at home requirements,C6V_Flag,C6M_Stay at home requirements,C6M_Flag,C6_Notes,C7E_Restrictions on internal movement,C7E_Flag,C7NV_Restrictions on internal movement,C7NV_Flag,C7V_Restrictions on internal movement,C7V_Flag,C7M_Restrictions on internal movement,C7M_Flag,C7_Notes,C8E_International travel controls,C8NV_International travel controls,C8V_International travel controls,C8EV_International travel controls,C8_Notes,E1E_Income support,E1E_Flag,E1_Notes,E2E_Debt/contract relief,E2_Notes,E3E_Fiscal measures,E3_Notes,E4E_International support,E4_Notes,H1E_Public information campaigns,H1E_Flag,H1_Notes,H2E_Testing policy,H2_Notes,H3E_Contact tracing,H3_Notes,H4E_Emergency investment in healthcare,H4_Notes,H5E_Investment in vaccines,H5_Notes,H6E_Facial Coverings,H6E_Flag,H6NV_Facial Coverings,H6NV_Flag,H6V_Facial Coverings,H6V_Flag,H6M_Facial Coverings,H6M_Flag,H6_Notes,H7E_Vaccination policy,H7E_Flag,H7_Notes,H8E_Protection of elderly people,H8E_Flag,H8NV_Protection of elderly people,H8NV_Flag,H8V_Protection of elderly people,H8V_Flag,H8M_Protection of elderly people,H8M_Flag,H8_Notes,M1E_Wildcard,M1_Notes,V1_Vaccine Prioritisation (summary),V1_Notes,V2A_Vaccine Availability (summary),V2_Notes,V2B_Vaccine age eligibility/availability age floor (general population summary),V2C_Vaccine age eligibility/availability age floor (at risk summary),V2D_Medically/ clinically vulnerable (Non-elderly),V2E_Education,V2F_Frontline workers  (non healthcare),V2G_Frontline workers  (healthcare),V3_Vaccine Financial Support (summary),V3_Notes,V4_Mandatory Vaccination (summary),V4_Notes,ConfirmedCases,ConfirmedDeaths,PopulationVaccinated,StringencyIndex_NonVaccinated,StringencyIndex_NonVaccinated_ForDisplay,StringencyIndex_Vaccinated,StringencyIndex_Vaccinated_ForDisplay,StringencyIndex_SimpleAverage,StringencyIndex_SimpleAverage_ForDisplay,StringencyIndex_WeightedAverage,StringencyIndex_WeightedAverage_ForDisplay,GovernmentResponseIndex_NonVaccinated,GovernmentResponseIndex_NonVaccinated_ForDisplay,GovernmentResponseIndex_Vaccinated,GovernmentResponseIndex_Vaccinated_ForDisplay,GovernmentResponseIndex_SimpleAverage,GovernmentResponseIndex_SimpleAverage_ForDisplay,GovernmentResponseIndex_WeightedAverage,GovernmentResponseIndex_WeightedAverage_ForDisplay,ContainmentHealthIndex_NonVaccinated,ContainmentHealthIndex_NonVaccinated_ForDisplay,ContainmentHealthIndex_Vaccinated,ContainmentHealthIndex_Vaccinated_ForDisplay,ContainmentHealthIndex_SimpleAverage,ContainmentHealthIndex_SimpleAverage_ForDisplay,ContainmentHealthIndex_WeightedAverage,ContainmentHealthIndex_WeightedAverage_ForDisplay,EconomicSupportIndex,EconomicSupportIndex_ForDisplay
United Kingdom,GBR,,,NAT_TOTAL,20220130,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,16468522,183838,71.72,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220131,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,17315893,184045,71.75,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220201,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,17428345,184250,71.79,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220202,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,17515199,184436,71.83,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220203,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,17607832,184626,71.87,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220204,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,17689885,184785,71.92,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220205,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,17749999,184956,71.96,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220206,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,17803325,185114,71.98,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220207,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,17866632,185253,72.02,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220208,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,17932803,185412,72.05,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220209,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18000119,185556,72.09,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220210,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18162199,185679,72.13,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220211,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18220515,185820,72.17,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220212,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18266015,185964,72.21,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220213,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18306859,186090,72.23,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220214,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18348029,186246,72.25,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220215,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18393951,186379,72.28,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220216,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18447706,186509,72.31,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220217,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18499058,186633,72.35,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220218,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18546205,186760,72.37,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220219,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18585423,186881,72.40,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220220,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18616433,187005,72.41,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220221,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18654572,187115,72.44,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220222,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18695448,187235,72.46,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220223,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18734683,187352,72.49,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220224,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18773164,187476,72.51,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220225,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18804765,187596,72.54,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220226,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18804765,187698,72.57,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220227,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18804765,187817,72.58,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220228,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18886701,187922,72.60,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220301,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,18985568,188028,72.63,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220302,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,19029321,188173,72.65,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220303,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,19074696,188278,72.67,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
United Kingdom,GBR,,,NAT_TOTAL,20220304,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,,,,0.00,,,0.00,,,0.00,,0.00,,,0.00,,,,,,2.00,1,,2.00,,1.00,,,,0.00,,0.00,,,,,,0.00,,,5.00,1,,0.00,,,,,,0.00,,,,,,,,,,,,,,,,,,,19119181,188388,72.70,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,22.62,22.62,22.62,22.62,22.62,22.62,22.62,22.62,0.00,0.00
